image_url,Id,Names,Type1,Type2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed
https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png,60,Poliwag,Water,None,300,40,50,40,40,40,90
https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png,61,Poliwhirl,Water,None,385,65,65,65,50,50,90
https://img.pokemondb.net/sprites/sword-shield/icon/abra.png,63,Abra,Psychic,None,310,25,20,15,105,55,90
https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png,64,Kadabra,Psychic,None,400,40,35,30,120,70,105
https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png,65,Alakazam,Psychic,None,500,55,50,45,135,95,120
https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png,65,Alakazam Mega Alakazam,Psychic,None,600,55,50,65,175,105,150
https://img.pokemondb.net/sprites/sword-shield/icon/machop.png,66,Machop,Fighting,None,305,70,80,50,35,35,35
https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png,67,Machoke,Fighting,None,405,80,100,70,50,60,45
https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png,68,Machamp,Fighting,None,505,90,130,80,65,85,55
https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,77,Ponyta,Fire,None,410,50,85,55,65,65,90
https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,77,Ponyta Galarian Ponyta,Psychic,None,410,50,85,55,65,65,90
https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,78,Rapidash,Fire,None,500,65,100,70,80,80,105
https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png,79,Slowpoke Galarian Slowpoke,Psychic,None,315,90,65,65,40,40,15
https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,83,Farfetch'd Galarian Farfetch'd,Fighting,None,377,52,95,55,58,62,55
https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,86,Seel,Water,None,325,65,45,55,45,70,45
https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,88,Grimer,Poison,None,325,80,80,50,40,50,25
https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,89,Muk,Poison,None,500,105,105,75,65,100,50
https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,90,Shellder,Water,None,305,30,65,100,45,25,40
https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,96,Drowzee,Psychic,None,328,60,48,45,43,90,42
https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,97,Hypno,Psychic,None,483,85,73,70,73,115,67
https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,98,Krabby,Water,None,325,30,105,90,25,25,50
https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,99,Kingler,Water,None,475,55,130,115,50,50,75
https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,100,Voltorb,Electric,None,330,40,30,50,55,55,100
https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,101,Electrode,Electric,None,490,60,50,70,80,80,150
https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,104,Cubone,Ground,None,320,50,50,95,40,50,35
https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,105,Marowak,Ground,None,425,60,80,110,50,80,45
https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,106,Hitmonlee,Fighting,None,455,50,120,53,35,110,87
https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,107,Hitmonchan,Fighting,None,455,50,105,79,35,110,76
https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,108,Lickitung,Normal,None,385,90,55,75,60,75,30
https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,109,Koffing,Poison,None,340,40,65,95,60,45,35
https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,110,Weezing,Poison,None,490,65,90,120,85,70,60
https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,113,Chansey,Normal,None,450,250,5,5,35,105,50
https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,114,Tangela,Grass,None,435,65,55,115,100,40,60
https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,115,Kangaskhan,Normal,None,490,105,95,80,40,80,90
https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,115,Kangaskhan Mega Kangaskhan,Normal,None,590,105,125,100,60,100,100
https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,116,Horsea,Water,None,295,30,40,70,70,25,60
https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,117,Seadra,Water,None,440,55,65,95,95,45,85
https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,118,Goldeen,Water,None,320,45,67,60,35,50,63
https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,119,Seaking,Water,None,450,80,92,65,65,80,68
https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,120,Staryu,Water,None,340,30,45,55,70,55,85
https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,125,Electabuzz,Electric,None,490,65,83,57,95,85,105
https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,126,Magmar,Fire,None,495,65,95,57,100,85,93
https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,127,Pinsir,Bug,None,500,65,125,100,55,70,85
https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,128,Tauros,Normal,None,490,75,100,95,40,70,110
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean.png,128,Tauros Combat Breed,Fighting,None,490,75,110,105,30,70,100
https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,129,Magikarp,Water,None,200,20,10,55,15,20,80
https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,132,Ditto,Normal,None,288,48,48,48,48,48,48
https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,133,Eevee,Normal,None,325,55,55,50,45,65,55
https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,133,Eevee Partner Eevee,Normal,None,435,65,75,70,65,85,75
https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,134,Vaporeon,Water,None,525,130,65,60,110,95,65
https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,135,Jolteon,Electric,None,525,65,65,60,110,95,130
https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,136,Flareon,Fire,None,525,65,130,60,95,110,65
https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,137,Porygon,Normal,None,395,65,60,70,85,75,40
https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,143,Snorlax,Normal,None,540,160,110,65,65,110,30
https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,147,Dratini,Dragon,None,300,41,64,45,50,50,50
https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,148,Dragonair,Dragon,None,420,61,84,65,70,70,70
https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,150,Mewtwo,Psychic,None,680,106,110,90,154,90,130
https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png,150,Mewtwo Mega Mewtwo Y,Psychic,None,780,106,150,70,194,120,140
https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,151,Mew,Psychic,None,600,100,100,100,100,100,100
https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,152,Chikorita,Grass,None,318,45,49,65,49,65,45
https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,153,Bayleef,Grass,None,405,60,62,80,63,80,60
https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,154,Meganium,Grass,None,525,80,82,100,83,100,80
https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,155,Cyndaquil,Fire,None,309,39,52,43,60,50,65
https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,156,Quilava,Fire,None,405,58,64,58,80,65,80
https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,157,Typhlosion,Fire,None,534,78,84,78,109,85,100
https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,158,Totodile,Water,None,314,50,65,64,44,48,43
https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,159,Croconaw,Water,None,405,65,80,80,59,63,58
https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,160,Feraligatr,Water,None,530,85,105,100,79,83,78
https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,161,Sentret,Normal,None,215,35,46,34,35,45,20
https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,162,Furret,Normal,None,415,85,76,64,45,55,90
https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,172,Pichu,Electric,None,205,20,40,15,35,35,60
https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,173,Cleffa,Fairy,None,218,50,25,28,45,55,15
https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,175,Togepi,Fairy,None,245,35,20,65,40,65,20
https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,179,Mareep,Electric,None,280,55,40,40,65,45,35
https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,180,Flaaffy,Electric,None,365,70,55,55,80,60,45
https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,181,Ampharos,Electric,None,510,90,75,85,115,90,55
https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,182,Bellossom,Grass,None,490,75,80,95,90,100,50
https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,185,Sudowoodo,Rock,None,410,70,100,115,30,65,30
https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,186,Politoed,Water,None,500,90,75,75,90,100,70
https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,190,Aipom,Normal,None,360,55,70,55,40,55,85
https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,191,Sunkern,Grass,None,180,30,30,30,30,30,30
https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,192,Sunflora,Grass,None,425,75,75,55,105,85,30
https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,196,Espeon,Psychic,None,525,65,65,60,130,95,110
https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,197,Umbreon,Dark,None,525,95,65,110,60,130,65
https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,200,Misdreavus,Ghost,None,435,60,60,60,85,85,85
https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,201,Unown,Psychic,None,336,48,72,48,72,48,48
https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,202,Wobbuffet,Psychic,None,405,190,33,58,33,58,33
https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,204,Pineco,Bug,None,290,50,65,90,35,35,15
https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,206,Dunsparce,Normal,None,415,100,70,70,65,65,45
https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,209,Snubbull,Fairy,None,300,60,80,50,40,40,30
https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,210,Granbull,Fairy,None,450,90,120,75,60,60,45
https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,216,Teddiursa,Normal,None,330,60,80,50,50,50,40
https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,217,Ursaring,Normal,None,500,90,130,75,75,75,55
https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,218,Slugma,Fire,None,250,40,40,40,70,40,20
https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,222,Corsola Galarian Corsola,Ghost,None,410,60,55,100,65,100,30
https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,223,Remoraid,Water,None,300,35,65,35,65,35,65
https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,224,Octillery,Water,None,480,75,105,75,105,75,45
https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,231,Phanpy,Ground,None,330,90,60,60,40,40,40
https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,232,Donphan,Ground,None,500,90,120,120,60,60,50
https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,233,Porygon2,Normal,None,515,85,80,90,105,95,60
https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,234,Stantler,Normal,None,465,73,95,62,85,65,85
https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,235,Smeargle,Normal,None,250,55,20,35,20,45,75
https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,236,Tyrogue,Fighting,None,210,35,35,35,35,35,35
https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,237,Hitmontop,Fighting,None,455,50,95,95,35,110,70
https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,239,Elekid,Electric,None,360,45,63,37,65,55,95
https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,240,Magby,Fire,None,365,45,75,37,70,55,83
https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,241,Miltank,Normal,None,490,95,80,105,40,70,100
https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,242,Blissey,Normal,None,540,255,10,10,75,135,55
https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,243,Raikou,Electric,None,580,90,85,75,115,100,115
https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,244,Entei,Fire,None,580,115,115,85,90,75,100
https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,245,Suicune,Water,None,580,100,75,115,90,115,85
https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,252,Treecko,Grass,None,310,40,45,35,65,55,70
https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,253,Grovyle,Grass,None,405,50,65,45,85,65,95
https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,254,Sceptile,Grass,None,530,70,85,65,105,85,120
https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,255,Torchic,Fire,None,310,45,60,40,70,50,45
https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,258,Mudkip,Water,None,310,50,70,50,50,50,40
https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,261,Poochyena,Dark,None,220,35,55,35,30,30,35
https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,262,Mightyena,Dark,None,420,70,90,70,60,60,70
https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,263,Zigzagoon,Normal,None,240,38,30,41,30,41,60
https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,264,Linoone,Normal,None,420,78,70,61,50,61,100
https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,265,Wurmple,Bug,None,195,45,45,35,20,30,20
https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,266,Silcoon,Bug,None,205,50,35,55,25,25,15
https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,268,Cascoon,Bug,None,205,50,35,55,25,25,15
https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,273,Seedot,Grass,None,220,40,40,50,30,30,30
https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,285,Shroomish,Grass,None,295,60,40,60,40,60,35
https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,287,Slakoth,Normal,None,280,60,60,60,35,35,30
https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,288,Vigoroth,Normal,None,440,80,80,80,55,55,90
https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,289,Slaking,Normal,None,670,150,160,100,95,65,100
https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,293,Whismur,Normal,None,240,64,51,23,51,23,28
https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,294,Loudred,Normal,None,360,84,71,43,71,43,48
https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,295,Exploud,Normal,None,490,104,91,63,91,73,68
https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,296,Makuhita,Fighting,None,237,72,60,30,20,30,25
https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,297,Hariyama,Fighting,None,474,144,120,60,40,60,50
https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,299,Nosepass,Rock,None,375,30,45,135,45,90,30
https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,300,Skitty,Normal,None,260,50,45,45,35,35,50
https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,301,Delcatty,Normal,None,400,70,65,65,55,55,90
https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,306,Aggron Mega Aggron,Steel,None,630,70,140,230,60,80,50
https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,309,Electrike,Electric,None,295,40,45,40,65,40,65
https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,310,Manectric,Electric,None,475,70,75,60,105,60,105
https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,310,Manectric Mega Manectric,Electric,None,575,70,75,80,135,80,135
https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,311,Plusle,Electric,None,405,60,50,40,85,75,95
https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,312,Minun,Electric,None,405,60,40,50,75,85,95
https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,313,Volbeat,Bug,None,430,65,73,75,47,85,85
https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,314,Illumise,Bug,None,430,65,47,75,73,85,85
https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,316,Gulpin,Poison,None,302,70,43,53,43,53,40
https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,317,Swalot,Poison,None,467,100,73,83,73,83,55
https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,320,Wailmer,Water,None,400,130,70,35,70,35,60
https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,321,Wailord,Water,None,500,170,90,45,90,45,60
https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,324,Torkoal,Fire,None,470,70,85,140,85,70,20
https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,325,Spoink,Psychic,None,330,60,25,35,70,80,60
https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,326,Grumpig,Psychic,None,470,80,45,65,90,110,80
https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,327,Spinda,Normal,None,360,60,60,60,60,60,60
https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,328,Trapinch,Ground,None,290,45,100,45,45,45,10
https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,331,Cacnea,Grass,None,335,50,85,40,85,40,35
https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,335,Zangoose,Normal,None,458,73,115,60,60,60,90
https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,336,Seviper,Poison,None,458,73,100,60,100,60,65
https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,341,Corphish,Water,None,308,43,80,65,50,35,35
https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,349,Feebas,Water,None,200,20,15,20,10,55,80
https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,350,Milotic,Water,None,540,95,60,79,100,125,81
https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,351,Castform,Normal,None,420,70,70,70,70,70,70
https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,351,Castform Sunny Form,Fire,None,420,70,70,70,70,70,70
https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,351,Castform Rainy Form,Water,None,420,70,70,70,70,70,70
https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,351,Castform Snowy Form,Ice,None,420,70,70,70,70,70,70
https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,352,Kecleon,Normal,None,440,60,90,70,60,120,40
https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,353,Shuppet,Ghost,None,295,44,75,35,63,33,45
https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,354,Banette,Ghost,None,455,64,115,65,83,63,65
https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,354,Banette Mega Banette,Ghost,None,555,64,165,75,93,83,75
https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,355,Duskull,Ghost,None,295,20,40,90,30,90,25
https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,356,Dusclops,Ghost,None,455,40,70,130,60,130,25
https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,358,Chimecho,Psychic,None,455,75,50,80,95,90,65
https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,359,Absol,Dark,None,465,65,130,60,75,60,75
https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,359,Absol Mega Absol,Dark,None,565,65,150,60,115,60,115
https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,360,Wynaut,Psychic,None,260,95,23,48,23,48,23
https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,361,Snorunt,Ice,None,300,50,50,50,50,50,50
https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,362,Glalie,Ice,None,480,80,80,80,80,80,80
https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,362,Glalie Mega Glalie,Ice,None,580,80,120,80,120,80,100
https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,366,Clamperl,Water,None,345,35,64,85,74,55,32
https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,367,Huntail,Water,None,485,55,104,105,94,75,52
https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,368,Gorebyss,Water,None,485,55,84,105,114,75,52
https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,370,Luvdisc,Water,None,330,43,30,55,40,65,97
https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,371,Bagon,Dragon,None,300,45,75,60,40,30,50
https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,372,Shelgon,Dragon,None,420,65,95,100,60,50,50
https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,377,Regirock,Rock,None,580,80,100,200,50,100,50
https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,378,Regice,Ice,None,580,80,50,100,100,200,50
https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,379,Registeel,Steel,None,580,80,75,150,75,150,50
https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,382,Kyogre,Water,None,670,100,100,90,150,140,90
https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,382,Kyogre Primal Kyogre,Water,None,770,100,150,90,180,160,90
https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,383,Groudon,Ground,None,670,100,150,140,100,90,90
https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,386,Deoxys Normal Forme,Psychic,None,600,50,150,50,150,50,150
https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,386,Deoxys Attack Forme,Psychic,None,600,50,180,20,180,20,150
